"","Date","Latitude","Longitude","water_temp"
"1",2010-01-01,40.04716,-77.52071,6.6672
"2",2009-01-02,39.741172,-77.491586,2.5
"3",2009-01-02,39.739406,-77.481092,1.5
"4",2009-01-02,39.741603,-77.491469,2
"5",2010-01-02,39.764094,-77.607036,9.5
"6",2010-01-02,40.06169,-77.53258,4.4448
"7",2011-01-02,39.788233,-77.487814,4
"8",2011-01-02,39.751283,-77.601036,8
"9",2011-01-02,39.740386,-77.519908,3.5
"10",2011-01-02,40.04716,-77.52071,9.4452
"11",2012-01-02,40.04716,-77.52071,6.1116
"12",2010-01-03,39.839708,-77.537533,2.5
"13",2010-01-03,39.741172,-77.491586,2
"14",2010-01-03,39.739406,-77.481092,2.5
"15",2010-01-03,39.741603,-77.491469,2
"16",2011-01-03,39.745025,-77.559425,3.5
"17",2010-01-04,39.745025,-77.559425,2
"18",2008-01-05,39.731672,-77.540817,5
"19",2009-01-05,39.745025,-77.559425,5
"20",2009-01-05,40.06169,-77.53258,8.8896
"21",2012-01-05,39.765053,-77.516044,6
"22",2012-01-05,39.724967,-77.588817,5.5
"23",2012-01-05,39.725989,-77.593831,5.5
"24",2012-01-05,39.727578,-77.590798,6.5
"25",2013-01-05,39.75468,-77.505228,3.7
"26",2013-01-05,39.810403,-77.576394,5
"27",2013-01-05,39.839708,-77.537533,5
"28",2013-01-05,39.740386,-77.519908,3
"29",2001-01-06,40.149675,-77.507219,0
"30",2008-01-06,39.741172,-77.491586,5
"31",2008-01-06,39.739406,-77.481092,5
"32",2008-01-06,39.741603,-77.491469,3.8
"33",2011-01-06,39.765053,-77.516044,0.5
"34",2012-01-06,39.788233,-77.487814,2
"35",2012-01-06,39.751283,-77.601036,6
"36",2012-01-06,39.764094,-77.607036,10.5
"37",2013-01-06,39.764094,-77.607036,11
"38",2000-01-07,40.18534,-77.392621,8
"39",2008-01-07,39.740386,-77.519908,8
"40",2011-01-07,39.764094,-77.607036,10
"41",2013-01-07,39.745025,-77.559425,5
"42",2000-01-08,40.270861,-76.9156,2
"43",2000-01-08,40.226963,-77.332296,3
"44",2000-01-08,40.227646,-77.20661,11
"45",2000-01-08,40.209576,-77.027172,4
"46",2011-01-08,40.06169,-77.53258,7.7784
"47",2012-01-08,40.06169,-77.53258,10.0008
"48",1999-01-09,40.267855,-77.015436,4
"49",2000-01-09,40.267855,-77.015436,3
"50",2000-01-09,40.201195,-77.417339,4
"51",2011-01-09,39.839708,-77.537533,2
"52",2012-01-09,39.745025,-77.559425,3
"53",1998-01-10,40.251142,-76.958114,9
"54",1998-01-10,40.262529,-76.978808,9
"55",1999-01-10,40.270861,-76.9156,0
"56",1999-01-10,40.256489,-76.928446,0
"57",1999-01-10,40.214601,-77.297451,0
"58",1999-01-10,40.161072,-77.315195,10
"59",1999-01-10,40.209576,-77.027172,6
"60",1999-01-10,40.284529,-77.101384,1
"61",2000-01-10,40.149675,-77.507219,4
"62",1998-01-11,40.256938,-76.944205,6
"63",1998-01-11,40.215365,-77.30397,10
"64",1998-01-11,40.226963,-77.332296,7
"65",1998-01-11,40.211399,-77.299815,10
"66",1998-01-11,40.241721,-77.175346,6
"67",2001-01-12,40.267855,-77.015436,3
"68",2001-01-13,40.270861,-76.9156,0
"69",2001-01-13,40.226963,-77.332296,1
"70",2001-01-13,40.201195,-77.417339,0
"71",2001-01-13,40.251474,-77.022519,5
"72",2001-01-14,40.227646,-77.20661,11
"73",2000-01-15,40.09015,-77.64789,-2
"74",2001-01-15,40.09015,-77.64789,4
"75",2002-01-15,40.201195,-77.417339,0
"76",2002-01-15,40.209576,-77.027172,5
"77",2008-01-15,39.810403,-77.576394,3.5
"78",2008-01-15,39.839708,-77.537533,5
"79",2008-01-15,39.751283,-77.601036,9
"80",2010-01-15,39.788233,-77.487814,2
"81",2013-01-15,39.788233,-77.487814,5.5
"82",2013-01-15,39.751283,-77.601036,8
"83",2012-01-17,39.740386,-77.519908,5
"84",1999-01-20,40.09015,-77.64789,3
"85",2013-01-22,39.720703,-77.500192,3
"86",2012-01-23,39.731672,-77.540817,5.1
"87",2012-01-23,39.734247,-77.540569,4.9
"88",2013-01-24,39.731672,-77.540817,6
"89",2013-01-24,39.734247,-77.540569,6
"90",2012-01-27,39.737619,-77.568983,8.5
"91",2012-01-27,39.737858,-77.569172,9
"92",2013-01-29,39.831244,-77.570878,7.5
"93",2013-01-29,39.786453,-77.602325,11.5
"94",2013-01-29,39.787736,-77.603375,11.5
"95",2013-01-29,39.853353,-77.517319,6
"96",2009-01-30,40.04716,-77.52071,8.8896
"97",2008-01-31,39.731672,-77.540817,5.5
"98",2013-02-02,39.75468,-77.505228,4.6
"99",2013-02-02,39.810403,-77.576394,2
"100",2013-02-03,39.839708,-77.537533,5.5
"101",2013-02-03,39.740386,-77.519908,2.5
"102",2012-02-04,39.788233,-77.487814,4
"103",2012-02-04,39.751283,-77.601036,8.5
"104",2012-02-04,39.764094,-77.607036,10
"105",2012-02-04,40.04716,-77.52071,6.1116
"106",2008-02-05,39.741172,-77.491586,3.5
"107",2008-02-05,39.739406,-77.481092,3.5
"108",2008-02-05,39.741603,-77.491469,3.5
"109",2010-02-05,39.741172,-77.491586,3
"110",2010-02-05,39.739406,-77.481092,6
"111",2010-02-05,39.741603,-77.491469,3
"112",2011-02-05,39.764094,-77.607036,9.5
"113",2013-02-05,39.724967,-77.588817,5
"114",2013-02-05,39.727578,-77.590798,7.5
"115",2010-02-06,40.04716,-77.52071,4.4448
"116",2011-02-06,39.765053,-77.516044,0.2
"117",2011-02-06,39.740386,-77.519908,1.5
"118",2011-02-06,40.04716,-77.52071,10.0008
"119",2012-02-06,39.745025,-77.559425,6
"120",2012-02-06,39.740386,-77.519908,5.5
